City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,kodinsk,55,RU,1587600378,72,58.69,99.18,39.36,3.04
387,poso,49,ID,1587600378,58,-1.4,120.75,84.94,1.23
388,bundaberg,0,AU,1587600331,73,-24.85,152.35,77.0,8.05
389,harbour breton,98,CA,1587600378,94,47.48,-55.8,38.62,25.39
390,antalaha,20,MG,1587600378,83,-14.9,50.28,73.98,9.73
391,muzhi,100,RU,1587600378,98,65.37,64.67,39.0,21.7
392,vila do maio,20,CV,1587600378,68,15.13,-23.22,71.6,18.34
393,rawson,36,AR,1587600249,63,-43.3,-65.1,56.41,13.53
394,miami,20,US,1587600374,65,25.77,-80.19,82.4,14.99
395,yelan,97,RU,1587600379,91,50.95,43.74,33.01,8.68
396,san joaquin,88,VE,1587600379,75,10.26,-67.79,75.85,5.03
397,bosaso,40,SO,1587600379,72,11.28,49.18,82.81,3.51
398,masterton,100,NZ,1587600379,67,-40.96,175.66,62.01,3.0
399,tandil,73,AR,1587600198,75,-37.32,-59.13,51.01,3.27
400,yumen,17,CN,1587600379,21,40.28,97.2,45.23,11.16
401,goderich,87,CA,1587600244,62,43.75,-81.72,35.01,4.68
402,whyalla,92,AU,1587600379,28,-33.03,137.58,73.4,20.8
403,lethem,75,GY,1587600379,51,3.38,-59.8,84.45,6.42
404,bukama,76,CD,1587600379,75,-9.2,25.85,67.6,1.41
405,taguisa,53,PH,1587600379,64,6.7,124.04,84.18,3.44
406,dawei,100,MM,1587600379,58,14.08,98.2,82.17,3.36
407,santiago del estero,12,AR,1587600379,53,-27.8,-64.26,70.7,8.1
408,ust-barguzin,78,RU,1587600379,57,53.45,108.98,36.3,1.83
409,ilulissat,32,GL,1587600252,45,69.22,-51.1,44.6,24.16
410,egvekinot,100,RU,1587600379,88,66.32,-179.17,20.35,4.29
411,bataipora,0,BR,1587600379,60,-22.3,-53.27,67.3,3.96
412,campbellton,63,CA,1587600379,94,48.01,-66.67,28.74,10.85
413,deputatskiy,99,RU,1587600261,92,69.3,139.9,16.66,3.65
414,anaco,69,VE,1587600379,54,9.44,-64.47,82.18,3.94
415,kirkwall,42,GB,1587600379,93,58.98,-2.96,45.0,11.43
416,kyshtovka,85,RU,1587600256,53,56.55,76.63,55.89,13.49
417,pochutla,20,MX,1587600380,55,15.74,-96.47,87.8,17.22
418,lastoursville,96,GA,1587600380,83,-0.81,12.73,73.38,0.63
419,portland,90,US,1587600214,82,45.52,-122.68,59.0,10.29
420,sorland,100,NO,1587600380,91,67.67,12.69,41.18,15.28
421,veracruz,75,MX,1587600212,59,19.33,-96.67,89.6,8.05
422,marawi,77,PH,1587600380,73,8.0,124.29,81.0,1.99
423,progreso,40,MX,1587600380,27,21.28,-89.67,102.2,18.34
424,sistranda,40,NO,1587600380,86,63.73,8.83,39.2,6.93
425,izazi,100,TZ,1587600380,69,-7.2,35.73,69.08,2.26
426,srednekolymsk,91,RU,1587600380,93,67.45,153.68,26.73,7.7
427,mareeba,75,AU,1587600380,66,-17.0,145.43,84.2,11.41
428,baykit,79,RU,1587600380,78,61.67,96.37,35.6,0.65
429,vostok,96,RU,1587600248,90,46.49,135.88,21.09,10.63
430,orumiyeh,75,IR,1587600380,93,37.55,45.08,51.8,4.7
431,merrill,40,US,1587600380,65,45.18,-89.68,42.8,10.29
432,hauterive,77,FR,1587600380,87,46.09,3.45,59.0,2.24
433,sal rei,75,CV,1587600380,64,16.18,-22.92,71.6,17.22
434,palatka,1,US,1587600380,45,29.65,-81.64,71.01,8.05
435,port hardy,40,CA,1587600380,67,50.7,-127.42,57.2,5.82
436,codrington,100,AU,1587600264,67,-38.27,141.97,59.05,16.49
437,kailua,1,US,1587600380,65,21.4,-157.74,82.4,11.41
438,lourdes,90,FR,1587600380,93,43.1,-0.05,51.8,3.36
439,nishihara,90,JP,1587600381,59,26.18,127.76,64.4,4.7
440,tautira,6,PF,1587600257,62,-17.73,-149.15,87.8,8.05
441,lerwick,39,GB,1587600381,93,60.15,-1.15,44.6,4.7
442,port keats,7,AU,1587600381,56,-14.25,129.55,82.69,9.31
443,kandrian,92,PG,1587600261,70,-6.22,149.55,83.82,4.36
444,beroroha,25,MG,1587600381,72,-21.67,45.17,69.89,5.46
445,seymchan,58,RU,1587600381,88,62.88,152.43,20.44,3.33
446,yagodnoye,93,RU,1587600381,84,62.55,149.67,17.56,1.36
447,dejen,30,ET,1587600381,31,10.17,38.13,58.55,0.87
448,tarko-sale,64,RU,1587600381,85,64.92,77.78,37.0,25.03
449,agirish,96,RU,1587600381,77,61.92,63.02,36.88,18.92
450,beringovskiy,0,RU,1587600262,92,63.05,179.32,16.81,9.57
451,batagay-alyta,95,RU,1587600381,91,67.8,130.41,25.39,2.44
452,xam nua,100,LA,1587600381,71,20.42,104.04,68.02,2.77
453,kazerun,0,IR,1587600381,57,29.62,51.65,62.49,0.67
454,hutchinson,90,US,1587600381,93,38.06,-97.93,60.01,9.17
455,arlit,10,NE,1587600381,16,18.74,7.39,89.22,3.91
456,fortuna,90,US,1587600252,87,40.6,-124.16,60.8,4.7
457,saint-augustin,100,CA,1587600248,87,51.23,-58.65,34.61,20.0
458,talnakh,100,RU,1587600245,86,69.49,88.4,30.2,20.13
459,korla,0,CN,1587600381,27,41.76,86.15,58.59,5.19
460,price,25,US,1587600381,26,39.6,-110.81,62.01,4.0
461,celestun,96,MX,1587600246,68,20.87,-90.4,85.35,14.81
462,tinskoy,3,RU,1587600381,51,56.15,96.92,51.67,2.77
463,labuhan,94,ID,1587600255,82,-6.88,112.21,81.48,6.62
464,shubarshi,41,KZ,1587600381,66,48.59,57.19,42.3,11.56
465,plover,1,US,1587600381,56,44.46,-89.54,46.4,16.11
466,neryungri,87,RU,1587600360,72,56.67,124.65,30.51,0.65
467,cubuk,75,TR,1587600382,86,40.24,33.03,41.0,6.93
468,malakal,0,SS,1587600250,13,9.53,31.66,81.09,3.49
469,garowe,16,SO,1587600382,65,8.41,48.48,78.01,10.47
470,alta floresta,96,BR,1587600382,86,-9.88,-56.09,73.69,1.12
471,alexandria,0,EG,1587600382,82,31.22,29.96,64.4,8.05
472,villiers,2,ZA,1587600382,37,-27.03,28.6,53.19,5.86
473,katsuura,75,JP,1587600250,67,35.13,140.3,55.99,6.93
474,laguna,1,US,1587600255,36,38.42,-121.42,84.0,5.82
475,anito,87,PH,1587600264,82,12.45,125.29,82.33,10.16
476,bardiyah,18,LY,1587600239,87,31.76,25.09,61.07,7.02
477,bilma,3,NE,1587600382,12,18.69,12.92,85.12,5.77
478,linjiang,100,CN,1587600382,68,41.81,126.91,34.72,6.17
479,gisborne,100,NZ,1587600382,61,-38.65,178.0,69.01,5.99
480,quatre cocos,40,MU,1587600243,88,-20.21,57.76,75.2,6.93
481,vao,1,NC,1587600260,75,-22.67,167.48,75.58,12.62
482,padang,96,ID,1587600103,78,-0.95,100.35,78.67,2.13
483,chenzhou,100,CN,1587600382,85,25.8,113.03,56.48,5.57
484,darhan,30,MN,1587600382,43,49.49,105.92,38.34,7.52
485,carovigno,75,IT,1587600382,93,40.71,17.66,55.4,9.17
486,berbera,54,SO,1587600249,73,10.44,45.01,83.14,4.32
487,tazmalt,40,DZ,1587600382,93,36.39,4.4,53.6,4.7
488,chalmette,90,US,1587600382,69,29.94,-89.96,77.0,4.7
489,pyapon,4,MM,1587600382,87,16.28,95.68,76.42,3.74
490,concepcion del uruguay,63,AR,1587600123,80,-32.48,-58.24,70.0,1.99
491,coahuayana,20,MX,1587600263,48,18.73,-103.68,82.4,17.22
492,koslan,97,RU,1587600382,91,63.46,48.9,21.61,12.93
493,dindori,27,IN,1587600383,27,22.95,81.08,73.51,3.18
494,say,62,NE,1587600383,13,13.1,2.37,96.8,4.7
495,teknaf,57,BD,1587600383,76,20.86,92.31,74.91,3.38
496,emba,44,KZ,1587600254,64,48.83,58.14,41.94,12.12
497,fairbanks,1,US,1587600249,45,64.84,-147.72,46.99,4.7
498,dickinson,90,US,1587600383,78,29.46,-95.05,81.0,23.04
499,okhotsk,100,RU,1587600383,91,59.38,143.3,25.36,9.1
500,port hawkesbury,51,CA,1587600383,76,45.62,-61.35,35.01,4.0
501,new waterford,90,US,1587600383,64,40.85,-80.61,39.2,3.36
502,naranjal,40,EC,1587600383,62,-2.67,-79.62,87.8,4.7
503,whitehorse,75,CA,1587600383,61,60.72,-135.05,46.4,2.24
504,lithakia,99,GR,1587600383,93,37.72,20.83,52.0,5.82
505,hervey bay,1,AU,1587600260,69,-25.3,152.85,80.01,8.01
506,luanda,93,AO,1587600130,89,-8.84,13.23,76.46,7.02
507,onega,15,RU,1587600383,89,63.91,38.14,26.46,18.12
508,fushun,23,CN,1587600368,59,41.86,123.92,37.4,4.47
509,hofn,81,IS,1587600243,65,64.25,-15.21,41.81,8.99
510,mokhsogollokh,93,RU,1587600383,79,61.47,128.92,35.15,3.36
511,esna,0,EG,1587600383,30,25.29,32.55,80.6,8.5
512,oranjemund,100,NA,1587600383,79,-28.55,16.43,62.28,6.82
513,voyinka,32,UA,1587600383,75,45.87,33.99,44.26,7.87
514,kavaratti,84,IN,1587600249,72,10.57,72.64,84.83,4.72
515,ducheng,100,CN,1587600384,90,23.24,111.53,62.89,3.44
516,tres arroyos,88,AR,1587600384,51,-38.37,-60.28,56.25,6.93
517,klaksvik,0,FO,1587600252,86,62.23,-6.59,41.0,4.7
518,darnah,31,LY,1587600384,80,32.77,22.64,60.82,5.3
519,miyako,38,JP,1587600384,63,39.64,141.95,45.45,8.88
520,biga,60,TR,1587600245,66,40.23,27.24,48.2,20.8
521,yerbogachen,83,RU,1587600098,77,61.28,108.01,34.5,16.6
522,shirokiy,28,RU,1587600384,67,49.76,129.52,35.83,11.16
523,wenling,100,CN,1587600308,91,28.37,121.36,57.0,2.77
524,leningradskiy,74,RU,1587600242,92,69.38,178.42,18.75,5.26
525,mocajuba,86,BR,1587600384,94,-2.58,-49.51,75.63,2.48
526,sirsi,43,IN,1587600384,80,14.62,74.85,70.36,3.44
527,huilong,13,CN,1587600384,67,31.81,121.66,57.99,3.96
528,achinsk,100,RU,1587600384,49,56.27,90.5,52.07,6.89
529,gizo,90,SB,1587600242,74,-8.1,156.84,84.24,5.68
530,tevriz,100,RU,1587600252,75,57.51,72.4,48.78,7.65
531,mandalgovi,0,MN,1587600384,35,45.76,106.27,32.09,10.89
532,evensk,29,RU,1587600257,92,61.95,159.23,26.29,11.81
533,sept-iles,90,CA,1587600254,86,50.2,-66.38,30.2,11.41
534,ushtobe,17,KZ,1587600384,33,45.25,77.98,61.9,6.11
535,prince rupert,90,CA,1587600384,74,54.32,-130.32,46.4,4.7
536,vyshneve,12,UA,1587600384,74,50.39,30.37,41.0,2.24
537,dunedin,77,NZ,1587600384,76,-45.87,170.5,55.0,1.99
538,aykhal,75,RU,1587600263,86,66.0,111.5,32.0,8.95
539,puerto madryn,66,AR,1587600127,58,-42.77,-65.04,57.43,13.89
540,de-kastri,100,RU,1587600252,95,51.47,140.78,32.27,17.18
541,ferrol,90,ES,1587600385,100,43.48,-8.24,51.01,4.7
542,cabrera,8,DO,1587600385,88,19.64,-69.9,80.01,7.02
543,edson,81,CA,1587600385,28,53.58,-116.44,54.28,13.38
544,povorino,70,RU,1587600385,83,51.19,42.25,34.0,7.0
545,crestview,1,US,1587600385,44,30.76,-86.57,75.2,4.7
546,koulamoutou,100,GA,1587600385,85,-1.13,12.47,72.32,1.01
547,spring hill,99,US,1587600277,40,28.48,-82.53,79.0,6.38
548,oil city,90,US,1587600385,44,41.43,-79.71,41.0,10.29
549,parana,65,AR,1587600385,65,-31.73,-60.52,77.0,4.0
550,nampula,18,MZ,1587600385,88,-15.12,39.27,65.97,6.06
551,fuyu,24,CN,1587600385,65,45.18,124.82,39.47,12.46
552,massaguet,60,TD,1587600385,14,12.48,15.44,86.0,1.12
553,verkhoyansk,95,RU,1587600247,94,67.54,133.38,25.38,3.09
554,muchkapskiy,63,RU,1587600385,92,51.85,42.47,31.08,10.36
555,axim,98,GH,1587600034,85,4.87,-2.24,80.64,7.72
556,zainsk,75,RU,1587600385,93,55.32,52.07,32.0,13.42
557,ambovombe,87,MG,1587600385,81,-25.17,46.08,69.24,9.42
558,sitka,90,US,1587600240,93,57.05,-135.33,44.6,9.17
559,kawalu,100,ID,1587600385,79,-7.38,108.21,75.97,1.14
560,boa vista,40,BR,1587600385,58,2.82,-60.67,87.8,6.93
561,karlskoga,28,SE,1587600385,62,59.33,14.52,50.0,8.05
562,manono,98,CD,1587600385,79,-7.3,27.42,68.85,1.16
563,kuantan,20,MY,1587600386,94,3.81,103.33,77.0,4.72
564,camacha,40,PT,1587600386,67,33.08,-16.33,60.8,8.05
565,supe,20,PE,1587600386,69,-10.8,-77.73,72.0,6.96
566,bilibino,44,RU,1587600386,80,68.05,166.44,19.83,2.82
567,el cope,71,PA,1587600098,46,8.62,-80.6,80.01,9.33
568,kodino,69,RU,1587600386,92,63.72,39.64,24.49,11.7
569,zelenogorskiy,100,RU,1587600386,39,55.03,87.0,48.2,6.71
570,monterey,0,US,1587600386,34,36.25,-121.25,77.0,7.0
571,bitung,20,ID,1587600386,78,1.45,125.18,82.4,1.12
572,bako,57,ET,1587600386,59,5.78,36.57,62.71,2.73
573,sola,84,VU,1587600240,75,-13.88,167.55,82.71,8.97
574,maniitsoq,100,GL,1587600386,77,65.42,-52.9,37.17,8.88
